date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,ncumul_hosp,ncumul_ICU,ncumul_vent,ncumul_released,ncumul_deceased,source
2020/3/25,,GR,,67,22,,,,,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx
2020/3/25,8:00,TI,,29,2,,,,,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187523&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=982795a2c13394282accc3a8506c9ba0
2020/3/25,15:00,VS,,28,,,,,,https://www.vs.ch/documents/6756452/7008787/Sit%20Epid%20-%20%C3%89tat%20Stand%2025.03.2020.pdf
2020/3/25,,BE,,18,,,,,,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html
2020/3/25,,SG,,10,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html
2020/3/25,14:00,NE,,6,,,,,,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Pages/Coronavirus.aspx
2020/3/25,14:00,BL,,3,,,,,,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft
2020/3/25,15:00,AG,,3,,,,,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200325_KFS_Coronavirus_Lagebulletin_19.pdf
2020/3/25,18:00,JU,,2,,,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres/Evolution-des-cas-COVID-19-dans-le-Jura.html https://www.jura.ch/fr/Autorites/Coronavirus/Accueil/Coronavirus-Informations-officielles-a-la-population-jurassienne.html
2020/3/25,,TG,,4,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552
2020/3/25,,SZ,,2,,,,,,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948
2020/3/25,0:00,SO,,2,,,,,,https://corona.so.ch/
2020/3/25,8:00,SH,,0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html
2020/3/25,,OW,,0,,,,,,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962
2020/3/25,15:30,NW,,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044
2020/3/25,11:00,LU,,4,,,,,,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus
2020/3/25,13:30,GL,,0,,,,,,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817#Fallzahlen
2020/3/25,12:00,GE,,0,,,,,,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger
2020/3/25,,FR,,6,,,,,,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton
2020/3/26,9:30,ZH,,11,2,,2,,,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html#title-content-internet-gesundheitsdirektion-de-themen-coronavirus-jcr-content-contentPar-textimage_7
2020/3/26,,VD,,75,,,,,,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/
2020/3/26,,GR,,67,22,,,,,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx
2020/3/26,8:00,TI,,29,2,,,,,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187529&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=8ce8f2f412a3bb9022fb4a28c9ad7fa4
2020/3/26,15:00,VS,,28,,,,,,https://www.vs.ch/de/web/coronavirus
2020/3/26,,BE,,18,,,,,,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html
2020/3/26,,SG,,10,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html
2020/3/26,14:30,NE,,6,,,,,,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Pages/Coronavirus.aspx
2020/3/26,,TG,,4,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552
2020/3/26,0:00,SO,,2,,,,,,https://corona.so.ch/
2020/3/26,14:00,BL,,3,,,,,,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft
2020/3/26,15:00,AG,,3,,,,,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200326_KFS_Coronavirus_Lagebulletin_20.pdf
2020/3/26,,SZ,,2,,,,,,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948
2020/3/26,16:00,JU,,2,,,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Accueil/Coronavirus-Informations-officielles-a-la-population-jurassienne.html
2020/3/26,,UR,,0,,,,,,https://www.ur.ch/themen/2920
2020/3/26,7:00,SH,,0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html
2020/3/26,,OW,,0,,,,,,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962
2020/3/26,16:00,NW,,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044
2020/3/26,11:00,LU,,4,,,,,,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus
2020/3/26,13:30,GL,,0,,,,,,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817#Fallzahlen
2020/3/26,12:00,GE,,0,,,,,,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger
2020/3/26,,FR,,6,,,,,,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton
2020/3/27,9:30,ZH,,13,4,,4,,,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html#title-content-internet-gesundheitsdirektion-de-themen-coronavirus-jcr-content-contentPar-textimage_7
2020/3/27,,VD,,80,,,,,,https://www.vd.ch/toutes-les-actualites/hotline-et-informations-sur-le-coronavirus/point-de-situation-statistique-dans-le-canton-de-vaud/
2020/3/27,,GR,,67,22,,,,,https://www.gr.ch/DE/institutionen/verwaltung/djsg/ga/coronavirus/info/Seiten/Start.aspx
2020/3/27,8:00,TI,,29,2,,,,,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187533&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=0f01b9fd5e63dbb0f6f5cec02aa32b40
2020/3/27,15:00,VS,,28,,,,,,https://www.vs.ch/documents/6756452/7008787/Sit%20Epid%20-%20%C3%89tat%20Stand%2027.03.2020.pdf
2020/3/27,,BE,,20,,,,,,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html
2020/3/27,14:00,NE,,6,,,,,,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Pages/Coronavirus.aspx
2020/3/27,,TG,,4,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552
2020/3/27,11:00,LU,,4,,,,,,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus
2020/3/27,0:00,SO,,2,,,,,,https://corona.so.ch/
2020/3/27,,BL,,3,,,,,,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft
2020/3/27,15:00,AG,,3,,,,,,https://www.ag.ch/media/kanton_aargau/themen_1/coronavirus_1/lagebulletins/200327_KFS_Coronavirus_Lagebulletin_21.pdf
2020/3/27,,SZ,,2,,,,,,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948
2020/3/27,16:00,JU,,2,,,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Chiffres-H-JU/Evolution-des-cas-COVID-19-dans-le-Jura.html
2020/3/27,,UR,,0,,,,,,https://www.ur.ch/themen/2920
2020/3/27,7:30,SH,,0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html
2020/3/27,,OW,,0,,,,,,https://www.ow.ch/de/verwaltung/dienstleistungen/?dienst_id=5962
2020/3/27,15:15,NW,,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044
2020/3/27,13:30,GL,,0,,,,,,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817#Fallzahlen
2020/3/27,12:00,GE,,0,,,,,,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger
2020/3/27,,FR,,6,,,,,,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton
2020/3/28,14:00,ZH,,13,4,,5,,,https://gd.zh.ch/internet/gesundheitsdirektion/de/themen/coronavirus.html#title-content-internet-gesundheitsdirektion-de-themen-coronavirus-jcr-content-contentPar-textimage_7
2020/3/28,8:00,TI,,29,3,,,,,https://www4.ti.ch/area-media/comunicati/dettaglio-comunicato/?NEWS_ID=187538&tx_tichareamedia_comunicazioni%5Baction%5D=show&tx_tichareamedia_comunicazioni%5Bcontroller%5D=Comunicazioni&cHash=736a7f1a780ed9bdb1d8e45f8a0326ff
2020/3/28,15:00,VS,,28,,,,,,https://www.vs.ch/documents/6756452/7008787/Sit%20Epid%20-%20%C3%89tat%20Stand%2028.03.2020.pdf
2020/3/28,,BE,,22,,,,,,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html
2020/3/28,,SG,,12,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html
2020/3/28,14:00,NE,,6,,,,,,https://www.ne.ch/autorites/DFS/SCSP/medecin-cantonal/maladies-vaccinations/Pages/Coronavirus.aspx
2020/3/28,,TG,,4,,,,,,https://www.tg.ch/news/fachdossier-coronavirus.html/10552
2020/3/28,11:00,LU,,4,,,,,,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus
2020/3/28,0:00,SO,,3,,,,,,https://corona.so.ch/
2020/3/28,,BL,,3,,,,,,https://www.baselland.ch/politik-und-behorden/direktionen/volkswirtschafts-und-gesundheitsdirektion/amt-fur-gesundheit/medizinische-dienste/kantonsarztlicher-dienst/aktuelles/covid-19-faelle-kanton-basel-landschaft
2020/3/28,,SZ,,2,,,,,,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948
2020/3/28,16:00,JU,,2,,,,,,https://www.jura.ch/fr/Autorites/Coronavirus/Accueil/Coronavirus-Informations-officielles-a-la-population-jurassienne.html
2020/3/28,,UR,,0,,,,,,https://www.ur.ch/themen/2920
2020/3/28,7:30,SH,,0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html
2020/3/28,15:30,NW,,0,,,,,,https://www.nw.ch/gesundheitsamtdienste/6044
2020/3/28,13:30,GL,,0,,,,,,https://www.gl.ch/verwaltung/finanzen-und-gesundheit/gesundheit/coronavirus.html/4817#Fallzahlen
2020/3/28,12:00,GE,,0,,,,,,https://www.ge.ch/document/covid-19-situation-epidemiologique-geneve/telecharger
2020/3/28,,VD,,80,,,,,,
2020/3/28,,FR,,6,,,,,,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton
2020/3/29,,BE,,24,,,,,,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html
2020/3/29,,SG,,12,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html
2020/3/29,11:00,LU,,4,,,,,,https://gesundheit.lu.ch/themen/Humanmedizin/Infektionskrankheiten/Coronavirus
2020/3/29,0:00,SO,,3,,,,,,https://corona.so.ch/
2020/3/29,,SZ,,2,,,,,,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948
2020/3/29,8:00,SH,,0,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html
2020/3/29,,VD,,83,,,,,,
2020/3/29,,VS,,32,,,,,,
2020/3/29,,BL,,3,,,,,,
2020/3/29,,GR,,70,22,,,,,
2020/3/29,,TI,,30,3,,,,,
2020/3/29,,TG,,4,,,,,,
2020/3/29,,AG,,3,,,,,,
2020/3/29,,ZH,,14,,,,,,
2020/3/29,,FR,,6,,,,,,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton
2020/3/30,,VD,,84,,,,,,https://www.besondere-lage.sites.be.ch/besondere-lage_sites/de/index/corona/index.html
2020/3/30,,VS,,33,,,,,,https://www.sg.ch/tools/informationen-coronavirus.html
2020/3/30,,BE,,25,,,,,,https://corona.so.ch/
2020/3/30,,SO,,3,,,,,,https://www.sz.ch/behoerden/information-medien/medienmitteilungen/coronavirus.html/72-416-412-1379-6948
2020/3/30,,NE,,7,,,,,,https://sh.ch/CMS/Webseite/Kanton-Schaffhausen/Beh-rde/Verwaltung/Departement-des-Innern/Gesundheitsamt-3209198-DE.html
2020/3/30,,BL,,3,,,,,,
2020/3/30,,GR,,72,,,,,,
2020/3/30,,TI,,31,,,,,,
2020/3/30,,TG,,4,,,,,,
2020/3/30,,JU,,2,,,,,,
2020/3/30,,AG,,3,,,,,,
2020/3/30,,ZH,,14,,,,,,
2020/3/30,,SZ,,2,,,,,,
2020/3/30,,LU,,4,,,,,,https://www.fr.ch/covid19/sante/covid-19/coronavirus-statistiques-evolution-de-la-situation-dans-le-canton
2020/3/30,,UR,,0,,,,,,
2020/3/30,,FR,,6,,,,,,
2020/3/30,,GE,,0,,,,,,
2020/3/30,,GL,,0,,,,,,
2020/3/30,,OW,,0,,,,,,
2020/3/30,,NW,,0,,,,,,
2020/3/30,,SH,,0,,,,,,
2020/3/30,,SG,,12,,,,,,
2020/3/31,,VD,,91,,,,,,
2020/3/31,,VS,,33,,,,,,
2020/3/31,,BE,,26,,,,,,
2020/3/31,,SO,,3,,,,,,
2020/3/31,,NE,,8,,,,,,
2020/3/31,,GR,,75,,,,,,
2020/3/31,,TI,,32,,,,,,
2020/3/31,,TG,,5,,,,,,
2020/3/31,,JU,,2,,,,,,
2020/3/31,,AG,,3,,,,,,
2020/3/31,,ZH,,16,,,,,,
2020/3/31,,SZ,,2,,,,,,
2020/3/31,,LU,,4,,,,,,
2020/3/31,,UR,,0,,,,,,
2020/3/31,,FR,,6,,,,,,
2020/3/31,,GE,,0,,,,,,
2020/3/31,,GL,,0,,,,,,
2020/3/31,,OW,,0,,,,,,
2020/3/31,,NW,,0,,,,,,
2020/3/31,,SH,,0,,,,,,
2020/3/31,,SG,,12,,,,,,
2020/3/31,,BL,,3,,,,,,
2020/4/1,,VD,,93,,,,,,
2020/4/1,,VS,,33,,,,,,
2020/4/1,,SG,,13,,,,,,
2020/4/1,,BE,,27,,,,,,
2020/4/1,,SO,,3,,,,,,
2020/4/1,,NE,,8,,,,,,
2020/4/1,,BL,,3,,,,,,
2020/4/1,,GR,,77,,,,,,
2020/4/1,,TI,,32,,,,,,
2020/4/1,,TG,,5,,,,,,
2020/4/1,,JU,,2,,,,,,
2020/4/1,,AG,,3,,,,,,
2020/4/1,,ZH,,16,,,,,,
2020/4/1,,SZ,,2,,,,,,
2020/4/1,,LU,,4,,,,,,
2020/4/1,,UR,,1,,,,,,
2020/4/1,,FR,,7,,,,,,
2020/4/1,,GE,,0,,,,,,
2020/4/1,,GL,,0,,,,,,
2020/4/1,,OW,,0,,,,,,
2020/4/1,,NW,,0,,,,,,
2020/4/1,,SH,,0,,,,,,
2020/4/2,,VD,,96,,,,,,
2020/4/2,,GR,,80,,,,,,
2020/4/2,,TI,,34,,,,,,
2020/4/2,,TG,,6,,,,,,
2020/4/2,,ZH,,17,,,,,,
2020/4/2,,VS,,33,,,,,,
2020/4/2,,NE,,8,,,,,,
2020/4/2,,UR,,1,,,,,,
2020/4/2,,SG,,12,,,,,,
2020/4/2,,SO,,3,,,,,,
2020/4/2,,BE,,27,,,,,,
2020/4/2,,FR,,7,,,,,,
2020/4/2,,BL,,3,,,,,,
2020/4/2,,LU,,4,,,,,,
2020/4/3,,VD,,100,,,,,,
2020/4/3,,VS,,34,,,,,,
2020/4/3,,NE,,9,,,,,,
2020/4/3,,GR,,82,,,,,,
2020/4/3,,TI,,35,,,,,,
2020/4/3,,UR,,1,,,,,,
2020/4/3,,ZH,,17,,,,,,
2020/4/3,,SG,,12,,,,,,
2020/4/3,,SO,,3,,,,,,
2020/4/3,,BE,,27,,,,,,
2020/4/3,,FR,,7,,,,,,
2020/4/3,,BL,,3,,,,,,
2020/4/3,,LU,,4,,,,,,
2020/4/4,,VD,,104,,,,,,
2020/4/4,,GR,,83,,,,,,
2020/4/4,,TI,,36,,,,,,
2020/4/4,,UR,,2,,,,,,
2020/4/4,,ZH,,17,,,,,,
2020/4/4,,NE,,10,,,,,,
2020/4/4,,VS,,34,,,,,,
2020/4/4,,SG,,12,,,,,,
2020/4/4,,SO,,3,,,,,,
2020/4/4,,BE,,27,,,,,,
2020/4/4,,FR,,7,,,,,,
2020/4/4,,BL,,3,,,,,,
2020/4/4,,LU,,4,,,,,,
2020/4/5,,VS,,35,,,,,,
2020/4/5,,VD,,107,,,,,,
2020/4/5,,GR,,85,,,,,,
2020/4/5,,NE,,10,,,,,,
2020/4/5,,ZH,,18,,,,,,
2020/4/5,,SG,,12,,,,,,
2020/4/5,,SO,,3,,,,,,
2020/4/5,,TI,,36,,,,,,
2020/4/5,,BE,,27,,,,,,
2020/4/5,,FR,,7,,,,,,
2020/4/5,,BL,,3,,,,,,
2020/4/5,,LU,,4,,,,,,
2020/4/6,,VS,,37,,,,,,
2020/4/6,,SG,,14,,,,,,
2020/4/6,,SO,,6,,,,,,
2020/4/6,,NE,,11,,,,,,
2020/4/6,,TI,,39,,,,,,
2020/4/6,,GR,,85,,,,,,
2020/4/6,,BE,,27,,,,,,
2020/4/6,,VD,,107,,,,,,
2020/4/6,,FR,,7,,,,,,
2020/4/6,,BL,,3,,,,,,
2020/4/6,,LU,,4,,,,,,
2020/4/7,,BE,,28,,,,,,
2020/4/7,,GR,,86,,,,,,
2020/4/7,,TI,,40,,,,,,
2020/4/7,,VD,,107,,,,,,
2020/4/7,,VS,,37,,,,,,
2020/4/7,,FR,,7,,,,,,
2020/4/7,,SG,,14,,,,,,
2020/4/7,,SO,,6,,,,,,
2020/4/7,,BL,,3,,,,,,
2020/4/7,,LU,,4,,,,,,
2020/4/8,,TI,,43,,,,,,
2020/4/8,,VD,,107,,,,,,
2020/4/8,,BE,,28,,,,,,
2020/4/8,,GR,,86,,,,,,
2020/4/8,,VS,,37,,,,,,
2020/4/8,,FR,,7,,,,,,
2020/4/8,,SG,,14,,,,,,
2020/4/8,,SO,,6,,,,,,
2020/4/8,,BL,,3,,,,,,
2020/4/8,,LU,,4,,,,,,
2020/4/9,,VD,,108,,,,,,
2020/4/9,,TI,,43,,,,,,
2020/4/9,,BE,,28,,,,,,
2020/4/9,,GR,,86,,,,,,
2020/4/9,,VS,,37,,,,,,
2020/4/9,,FR,,7,,,,,,
2020/4/9,,SG,,14,,,,,,
2020/4/9,,SO,,6,,,,,,
2020/4/9,,BL,,3,,,,,,
2020/4/9,,LU,,4,,,,,,
2020/4/10,,VD,,109,,,,,,
2020/4/10,,TI,,44,,,,,,
2020/4/10,,BE,,28,,,,,,
2020/4/10,,GR,,86,,,,,,
2020/4/10,,VS,,37,,,,,,
2020/4/10,,FR,,7,,,,,,
2020/4/10,,SG,,14,,,,,,
2020/4/10,,SO,,6,,,,,,
2020/4/10,,BL,,3,,,,,,
2020/4/10,,LU,,4,,,,,,
2020/4/11,,VD,,111,,,,,,
2020/4/11,,BE,,29,,,,,,
2020/4/11,,GR,,86,,,,,,
2020/4/11,,TI,,44,,,,,,
2020/4/11,,VS,,37,,,,,,
2020/4/11,,FR,,7,,,,,,
2020/4/11,,SG,,14,,,,,,
2020/4/11,,SO,,6,,,,,,
2020/4/11,,BL,,3,,,,,,
2020/4/11,,LU,,4,,,,,,
2020/4/12,,VD,,112,,,,,,
2020/4/12,,GR,,88,,,,,,
2020/4/12,,BE,,29,,,,,,
2020/4/12,,TI,,44,,,,,,
2020/4/12,,VS,,37,,,,,,
2020/4/12,,FR,,7,,,,,,
2020/4/12,,SG,,14,,,,,,
2020/4/12,,SO,,6,,,,,,
2020/4/12,,BL,,3,,,,,,
2020/4/12,,LU,,4,,,,,,
2020/4/13,,BE,,30,,,,,,
2020/4/13,,TI,,48,,,,,,
2020/4/13,,VD,,112,,,,,,
2020/4/13,,GR,,88,,,,,,
2020/4/13,,VS,,37,,,,,,
2020/4/13,,FR,,7,,,,,,
2020/4/13,,SG,,14,,,,,,
2020/4/13,,SO,,6,,,,,,
2020/4/13,,BL,,3,,,,,,
2020/4/13,,LU,,4,,,,,,
2020/4/14,,VD,,112,,,,,,
2020/4/14,,GR,,88,,,,,,
2020/4/14,,VS,,37,,,,,,
2020/4/14,,TI,,48,,,,,,
2020/4/14,,FR,,7,,,,,,
2020/4/14,,SG,,14,,,,,,
2020/4/14,,BE,,30,,,,,,
2020/4/14,,SO,,6,,,,,,
2020/4/14,,BL,,3,,,,,,
2020/4/14,,LU,,4,,,,,,
2020/4/15,,VD,,113,,,,,,
2020/4/15,,GR,,89,,,,,,
2020/4/15,,VS,,37,,,,,,
2020/4/15,,TI,,48,,,,,,
2020/4/15,,FR,,7,,,,,,
2020/4/15,,SG,,14,,,,,,
2020/4/15,,BE,,30,,,,,,
2020/4/15,,SO,,6,,,,,,
2020/4/15,,BL,,3,,,,,,
2020/4/15,,LU,,4,,,,,,
2020/4/16,,VS,,37,,,,,,
2020/4/16,,TI,,48,,,,,,
2020/4/16,,FR,,7,,,,,,
2020/4/16,,VD,,113,,,,,,
2020/4/16,,SG,,14,,,,,,
2020/4/16,,BE,,30,,,,,,
2020/4/16,,SO,,6,,,,,,
2020/4/16,,BL,,3,,,,,,
2020/4/16,,GR,,89,,,,,,
2020/4/16,,LU,,4,,,,,,
2020/4/17,,VS,,37,,,,,,
2020/4/17,,TI,,48,,,,,,
2020/4/17,,FR,,7,,,,,,
2020/4/17,,VD,,113,,,,,,
2020/4/17,,SG,,14,,,,,,
2020/4/17,,BE,,30,,,,,,
2020/4/17,,SO,,6,,,,,,
2020/4/17,,BL,,3,,,,,,
2020/4/17,,GR,,89,,,,,,
2020/4/17,,LU,,4,,,,,,
2020/4/18,,VS,,38,,,,,,
2020/4/18,,TI,,49,,,,,,
2020/4/18,,FR,,8,,,,,,
2020/4/18,,VD,,113,,,,,,
2020/4/18,,SG,,14,,,,,,
2020/4/18,,BE,,30,,,,,,
2020/4/18,,SO,,6,,,,,,
2020/4/18,,BL,,3,,,,,,
2020/4/18,,GR,,89,,,,,,
2020/4/18,,LU,,4,,,,,,
2020/4/19,,VD,,115,,,,,,
2020/4/19,,VS,,40,,,,,,
2020/4/19,,SG,,15,,,,,,
2020/4/19,,BE,,39,,,,,,
2020/4/19,,SO,,7,,,,,,
2020/4/19,,BL,,4,,,,,,
2020/4/19,,GR,,90,,,,,,
2020/4/19,,TI,,50,,,,,,
2020/4/19,,LU,,5,,,,,,
2020/4/19,,FR,,11,,,,,,
2020/4/20,,VD,,116,,,,,,
2020/4/20,,TI,,51,,,,,,
